Argument ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
B653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B655	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B679	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B680	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B681	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B684	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B698	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B701	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B704	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
B708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B713	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B720	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B722	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B737	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B739	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B748	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
B754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B755	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
B757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B792	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
B793	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B805	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B815	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
B816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B817	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B831	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B832	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
B833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B834	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B838	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B839	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B841	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B846	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B848	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B851	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B853	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
B856	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B858	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B861	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B871	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B873	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B876	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B878	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B880	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B882	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B887	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B890	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
B891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B896	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
B897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B904	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
B905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B908	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B912	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B920	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B921	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B924	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B927	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B930	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B931	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B932	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B933	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B935	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
B936	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B942	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B944	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B947	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B974	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B981	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B986	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B995	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B996	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1006	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1007	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1009	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1014	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1017	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1024	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B1034	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1035	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B1044	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1052	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1060	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1079	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1080	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1091	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1106	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
B1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B1119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1142	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1147	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1168	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1176	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1255	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1273	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1274	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1275	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B1278	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1281	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1284	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
B1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1288	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
B1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B1296	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1297	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B1300	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B1302	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1308	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
B1309	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
B1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1318	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
B1319	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
B1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1325	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1326	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1336	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1338	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1348	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1352	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1353	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1354	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1367	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
B1369	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1372	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B1377	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1380	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1430	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
